case_id,case_number,is_911_call,problem,primary_offense,date,latitude,longitude,city_id,precinct_id,neighborhood_id,police_force_id,year,month,day,hour
21774,14-191663,Yes,Stabbing ,DASLT2,20140606,44.950319,-93.254209,0,4,4,21773,2014,06,06,22
21775,19-342914,No,Suspicious Person ,DISCON  ,20191117,44.981648,-93.273116,0,1,1,21774,2019,11,17,2
21776,19-358746,Yes,Suspicious Person ,CIC     ,20191204,44.953742,-93.29379200000001,0,5,33,21775,2019,12,04,19
21777,19-361233,Yes,Theft ,CIC     ,20191207,44.992428000000004,-93.31078000000001,0,2,31,21776,2019,12,07,13
21778,19-366799,Yes,Assault in Progress ,OBSTRU  ,20191214,44.924795,-93.314566,0,5,67,21777,2019,12,14,0
21779,19-374106,Yes,Music-Loud ,NARC    ,20191222,44.960008,-93.28126800000001,0,5,45,21778,2019,12,22,18
21780,20-000214,No,Assist EMS Personnel ,ASLT5   ,20200101,45.010545,-93.263114,0,3,28,21779,2020,01,01,2
21781,20-002249,No,Recover Vehicle ,RECVEH  ,20200103,44.959579999999995,-93.256162,0,4,5,21780,2020,01,03,13
21782,20-012048,No,Officer Needs Help ,DISCON  ,20200114,45.009939,-93.252455,0,3,37,21781,2020,01,14,20
21783,20-033188,Yes,Emotionally Disturb Person ,CIC     ,20200206,45.017759999999996,-93.312078,0,2,38,21782,2020,02,06,11
21784,18-346576,Yes,Domestic Abuse-In Progress ,DASLT5  ,20181015,44.946101,-93.255039,0,4,27,21783,2018,10,15,13
21785,18-349775,Yes,Theft ,ASLT4   ,20181018,44.997857,-93.308208,0,2,31,21784,2018,10,18,12
21786,18-367511,Yes,Unknown Trouble ,HLTWEL  ,20181102,44.976944,-93.27819699999999,0,1,1,21785,2018,11,02,21
21787,18-369128,Yes,Check the Welfare ,CIC     ,20181104,44.999158,-93.294876,0,2,12,21786,2018,11,04,9
21788,18-383709,Yes,Domestic with Weapons ,DASLT2  ,20181118,44.914296,-93.259439,0,4,71,21787,2018,11,18,22
21789,18-392884,No,Miscellaneous ,AOA     ,20181128,44.96332,-93.272759,0,5,39,21788,2018,11,28,20
21790,18-411146,No,Suspicious Person ,FORCE   ,20181217,44.947485,-93.288107,0,5,16,21789,2018,12,17,1
21791,18-416506,Yes,Attempted Suicide ,CIC     ,20181222,45.011359999999996,-93.297476,0,2,12,21790,2018,12,22,5
21792,17-162250,Yes,Unknown Trouble ,DAMPRP,20170504,45.011340000000004,-93.291702,0,2,9,21791,2017,05,04,23
21793,17-173006,No,Code 3 ,DASLT5,20170512,44.895614,-93.277546,0,5,84,21792,2017,05,12,17
21794,17-187209,No,Domestic Abuse-In Progress ,DASLT5,20170523,45.012325,-93.305707,0,2,12,21793,2017,05,23,6
21795,17-199270,Yes,Fight ,FORCE,20170531,44.977582,-93.275347,0,1,1,21794,2017,05,31,16
21796,17-217702,Yes,Burglary Dwlng In Progress ,ASLT4,20170613,44.982699,-93.288303,0,2,48,21795,2017,06,13,2
21797,17-237605,Yes,Indecent Exposure ,FORCE,20170626,44.979186999999996,-93.27310899999999,0,1,1,21796,2017,06,26,22
21798,17-278437,No,Officer Needs Help ,ASLT4,20170724,45.00278,-93.30282700000001,0,2,12,21797,2017,07,24,15
21799,17-295325,Yes,Shooting ,MURDR,20170805,44.999158,-93.294876,0,2,12,21798,2017,08,05,2
21800,17-306887,No,Suspicious Vehicle ,OBSTRU,20170814,44.940441,-93.277916,0,5,16,21799,2017,08,14,1
21801,17-317649,Yes,Domestic ,WT,20170821,44.9466,-93.280534,0,5,16,21800,2017,08,21,20
21802,17-330338,Yes,Domestic Abuse-In Progress ,DOMEN,20170830,45.008648,-93.294312,0,2,9,21801,2017,08,30,16
21803,17-376727,No,Unwanted Person ,TRSPAS,20170930,44.951946,-93.262636,0,4,40,21802,2017,09,30,18
21804,18-335815,No,Officer Needs Help ,ASLT4   ,20181005,44.962747,-93.24172,0,4,7,21803,2018,10,05,11
21805,18-346576,Yes,Domestic Abuse-In Progress ,DASLT5  ,20181015,44.946101,-93.255039,0,4,27,21804,2018,10,15,13
21806,18-351912,No,Disturbance ,FORCE   ,20181020,44.980808,-93.27314100000001,0,1,1,21805,2018,10,20,2
21807,18-363440,Yes,Unwanted Person ,OBSTRU  ,20181030,45.039359999999995,-93.292716,0,2,24,21806,2018,10,30,15
21808,18-367511,Yes,Unknown Trouble ,HLTWEL  ,20181102,44.976944,-93.27819699999999,0,1,1,21807,2018,11,02,21
21809,18-371092,Yes,Robbery of Person ,ROBPAG  ,20181106,44.996866,-93.29564,0,2,2,21808,2018,11,06,12
21810,18-375009,No,Suspicious Vehicle ,STOLMV  ,20181110,44.959134000000006,-93.250495,0,4,13,21809,2018,11,10,0
21811,18-380457,Yes,Robbery of Biz In Progress ,ASLT5   ,20181115,44.976808,-93.276431,0,1,1,21810,2018,11,15,16
21812,18-387316,Yes,Unwanted Person ,DAMMV   ,20181122,44.952838,-93.276601,0,5,45,21811,2018,11,22,18
21813,11-033803,Yes,Burglary Dwlng In Progress ,BURGD,20110205,44.924189,-93.232148,0,4,65,21812,2011,02,05,20
21814,11-040866,Yes,Domestic Abuse-In Progress ,CBYMIN,20110213,44.94795,-93.242322,0,4,10,21813,2011,02,13,1
21815,11-041637,No,Fight ,FORCE,20110214,44.971325,-93.247134,0,1,6,21814,2011,02,14,1
21816,11-051175,No,Suspicious Vehicle ,LOITER,20110223,44.994678,-93.299425,0,2,2,21815,2011,02,23,23
21817,11-056093,Yes,Assault in Progress ,ASLT4,20110301,45.015868,-93.24734000000001,0,3,3,21816,2011,03,01,11
21818,11-068443,No,Fight ,ASLT2,20110314,44.979986,-93.274284,0,1,1,21817,2011,03,14,2
21819,11-072660,No,Traffic Law Enforcement ,NARC,20110318,44.982137,-93.269013,0,1,1,21818,2011,03,18,1
21820,11-074542,Yes,Domestic Abuse-In Progress ,OBSTRU,20110319,45.023145,-93.26908900000001,0,3,69,21819,2011,03,19,21
21821,11-074767,No,Fight ,OBSTRU,20110320,44.980833000000004,-93.27195999999999,0,1,1,21820,2011,03,20,1
21822,11-081410,No,Suspicious Vehicle ,NARC,20110327,45.013026,-93.288016,0,2,58,21821,2011,03,27,2
21823,11-083264,No,Suspicious Person ,LOITER,20110329,44.991192,-93.298199,0,2,2,21822,2011,03,29,3
21824,11-087488,Yes,Suspicious Person ,DISCON,20110402,44.980431,-93.234009,0,3,36,21823,2011,04,02,1
21825,15-211652,No,High Risk Warrant Entry ,NARC,20150610,45.010378,-93.24736,0,3,37,21824,2015,06,10,17
21826,15-217219,No,Unknown Trouble ,DASTR,20150614,44.949646,-93.295726,0,5,33,21825,2015,06,14,2
21827,15-235594,No,Suspicious Person ,POSDPA,20150626,45.01316,-93.257115,0,3,37,21826,2015,06,26,19
21828,15-247485,Yes,Unknown Trouble ,DASLT5,20150705,45.004247,-93.289519,0,2,9,21827,2015,07,05,0
21829,15-258858,Yes,Emotionally Disturb Person ,ASLT2,20150713,44.960712,-93.269385,0,4,45,21828,2015,07,13,11
21830,15-267884,Yes,Check the Welfare ,CIC,20150719,44.969864,-93.28134200000001,0,1,18,21829,2015,07,19,9
21831,15-299322,No,Fight ,FORCE,20150810,44.980833000000004,-93.27195999999999,0,1,1,21830,2015,08,10,2
21832,15-305225,No,Suspicious Vehicle ,FLEE,20150814,44.95373,-93.25563199999999,0,4,4,21831,2015,08,14,2
21833,15-320964,Yes,Fight ,OBSTRU,20150825,44.948347,-93.278808,0,5,16,21832,2015,08,25,19
21834,15-350934,No,Suspicious Person ,ESCAPE,20150917,44.956503000000005,-93.24458,0,4,13,21833,2015,09,17,13
21835,15-379660,Yes,Domestic Abuse-In Progress ,ASLT4,20151009,44.906432,-93.204183,0,4,55,21834,2015,10,09,21
21836,15-383195,Yes,Unwanted Person ,DISCON,20151012,44.999113,-93.241,0,3,50,21835,2015,10,12,21
21837,14-310722,Yes,Walk Through a Building ,DASLT5,20140901,44.957335,-93.259408,0,4,4,21836,2014,09,01,19
21838,14-319257,No,Fight ,FORCE,20140908,44.981638000000004,-93.274247,0,1,1,21837,2014,09,08,2
21839,14-325425,Yes,Unwanted Person ,OBSTRU,20140913,44.942284,-93.26767,0,4,8,21838,2014,09,13,2
21840,14-330191,No,Motor Vehicle Chase ,FLEE,20140917,44.926925,-93.244163,0,4,53,21839,2014,09,17,3
21841,20-249706,Yes,Fight ,ASLT3   ,20200927,44.981964000000005,-93.234606,0,3,36,21840,2020,09,27,2
21842,20-251399,Yes,Attempt Pick-Up ,WT      ,20200929,45.015056,-93.317784,0,2,38,21841,2020,09,29,9
21843,19-358746,Yes,Suspicious Person ,CIC     ,20191204,44.953742,-93.29379200000001,0,5,33,21842,2019,12,04,19
21844,19-360945,No,Fight ,FORCE   ,20191207,44.979986,-93.274284,0,1,1,21843,2019,12,07,2
21845,19-371834,No,Attempt Pick-Up ,FINFO   ,20191220,44.974179,-93.228695,0,3,81,21844,2019,12,20,1
21846,19-377822,Yes,Null,ASLT5   ,20191227,45.02402,-93.300044,0,2,17,21845,2019,12,27,17
21847,20-007416,No,Attempted Suicide ,CIC     ,20200109,44.964711,-93.277812,0,5,39,21846,2020,01,09,11
21848,20-013478,No,High Risk Warrant Entry ,OBSTRU  ,20200116,45.002031,-93.284933,0,2,9,21847,2020,01,16,11
21849,20-014180,No,Suspicious Person ,FORCE   ,20200117,44.979626,-93.272499,0,1,1,21848,2020,01,17,3
21850,20-022867,Yes,Emotionally Disturb Person ,ASLT4   ,20200126,44.963471000000006,-93.24726700000001,0,4,7,21849,2020,01,26,14
21851,20-036269,No,Null,FLEE    ,20200209,44.975674,-93.226444,0,7,23,21850,2020,02,09,18
21852,15-224205,Yes,Emotionally Disturb Person ,CIC,20150619,44.982462,-93.273107,0,1,1,21851,2015,06,19,0
21853,15-236068,Yes,Assault in Progress ,ASLT5,20150627,44.984587,-93.26788,0,1,51,21852,2015,06,27,0
21854,15-256872,Yes,Fight ,WEAP,20150711,44.978339,-93.27106500000001,0,1,1,21853,2015,07,11,19
21855,15-272830,No,Suspicious Person ,OBSTRU,20150722,44.975433,-93.273422,0,1,1,21854,2015,07,22,20
21856,15-292442,No,Assist Other Agency ,AOA,20150805,44.987957,-93.21579100000001,0,3,61,21855,2015,08,05,2
21857,15-298178,No,Fight ,FORCE,20150809,44.980065,-93.271883,0,1,1,21856,2015,08,09,2
21858,15-311229,No,Suspicious Vehicle ,WEAP,20150818,44.935021,-93.24734699999999,0,4,27,21857,2015,08,18,17
21859,15-317248,No,Traffic Law Enforcement ,OBSTRU,20150822,44.999685,-93.287989,0,2,9,21858,2015,08,22,18
21860,15-333888,No,Suspicious Person ,DASTR,20150903,44.962257,-93.262558,0,4,5,21859,2015,09,03,22
21861,15-337014,No,Unknown Trouble ,PRIORI,20150906,45.005931,-93.29105200000001,0,2,9,21860,2015,09,06,2
21862,15-345172,Yes,Down Outside-One ,ASLT4,20150912,44.907185,-93.219684,0,4,55,21861,2015,09,12,17
21863,15-363063,No,Suspicious Vehicle ,FLEE,20150926,44.944978000000006,-93.269628,0,4,8,21862,2015,09,26,21
21864,16-314480,No,Suspicious Vehicle ,OBSTRU,20160828,44.947485,-93.288107,0,5,16,21863,2016,08,28,20
21865,16-321213,No,Motor Vehicle Chase ,FATAL,20160902,45.020348,-93.2937,0,2,17,21864,2016,09,02,21
21866,16-322791,No,Disturbance ,DISCON,20160904,44.979986,-93.274284,0,1,1,21865,2016,09,04,2
21867,16-334161,No,Suspicious Vehicle ,RECVEH,20160913,45.013176,-93.29875,0,2,17,21866,2016,09,13,2
21868,16-339555,No,Disturbance ,ASLT4,20160917,44.948364,-93.290013,0,5,11,21867,2016,09,17,3
21869,16-354017,Yes,Unwanted Person ,VDNCO,20160929,44.982699,-93.295811,0,2,48,21868,2016,09,29,0
21870,16-374091,No,Disturbance ,WT,20161015,44.981648,-93.273116,0,1,1,21869,2016,10,15,2
21871,16-380051,Yes,Unwanted Person ,PRIORI,20161019,44.980804,-93.275396,0,1,1,21870,2016,10,19,23
21872,16-395575,No,Suspicious Vehicle ,FLEE,20161101,44.948361,-93.293832,0,5,11,21871,2016,11,01,3
21873,16-396408,No,Officer Needs Help ,NARC,20161101,44.957333,-93.251777,0,4,13,21872,2016,11,01,20
21874,16-412212,Yes,Burglary Dwlng In Progress ,BURGD,20161114,44.942122999999995,-93.293261,0,5,11,21873,2016,11,14,12
21875,16-416823,No,Unknown Trouble ,WT,20161117,44.957347,-93.254328,0,4,4,21874,2016,11,17,21
21876,19-196230,No,Emotionally Disturb Person ,THEFT   ,20190705,45.032605,-93.255521,0,3,77,21875,2019,07,05,16
21877,19-202830,No,Null,FLEEFT  ,20190711,44.982834000000004,-93.251426,0,3,36,21876,2019,07,11,11
21878,19-235519,No,Suspicious Person ,NARC    ,20190807,44.979626,-93.272499,0,1,1,21877,2019,08,07,23
21879,19-236836,No,Suspicious Vehicle ,DWIREF  ,20190809,44.979986,-93.274284,0,1,1,21878,2019,08,09,2
21880,19-243914,No,High Risk Warrant Entry ,FENTRY  ,20190815,45.035546000000004,-93.257725,0,3,77,21879,2019,08,15,10
21881,19-270251,Yes,Person with a Weapon ,CIC     ,20190906,45.007998,-93.26310500000001,0,3,37,21880,2019,09,06,22
21882,19-273703,Yes,Theft ,FLEEFT  ,20190910,45.001115999999996,-93.24099,0,3,50,21881,2019,09,10,6
21883,19-301925,No,On Site ,ASLT4   ,20191005,44.980781,-93.27429599999999,0,1,1,21882,2019,10,05,1
21884,19-329400,Yes,Domestic Abuse-In Progress ,CIC     ,20191102,44.933163,-93.29079399999999,0,5,47,21883,2019,11,02,18
21885,17-207251,No,Traffic Law Enforcement ,NARC,20170605,45.012669,-93.247341,0,3,41,21884,2017,06,05,22
21886,17-235293,No,Fight ,ASLT1,20170625,44.979626,-93.272499,0,1,1,21885,2017,06,25,2
21887,17-244009,No,Disturbance ,DISCON,20170701,44.948374,-93.233729,0,4,46,21886,2017,07,01,2
21888,17-289486,No,ShotSpotter Activation ,OBSTRU,20170801,45.016723,-93.29244,0,2,58,21887,2017,08,01,3
21889,17-329507,Yes,Burglary Dwlng In Progress ,BURGD,20170830,44.986733,-93.264128,0,3,43,21888,2017,08,30,3
21890,17-341787,No,Assault in Progress ,ASLT4,20170907,44.99521,-93.300678,0,2,2,21889,2017,09,07,12
21891,17-397243,No,Fight ,FORCE,20171015,44.949609,-93.29827399999999,0,5,33,21890,2017,10,15,2
21892,17-399585,No,Suspicious Person ,OBSTRU,20171017,44.951995000000004,-93.29843000000001,0,5,42,21891,2017,10,17,0
21893,17-408180,No,Suspicious Person ,NARC,20171022,44.977582,-93.275347,0,1,1,21892,2017,10,22,22
21894,17-424633,No,Suspicious Vehicle ,RECVEH,20171104,44.985222,-93.300304,0,2,2,21893,2017,11,04,2
21895,17-459328,No,Code 3 ,DISCON,20171202,44.949609,-93.29827399999999,0,5,33,21894,2017,12,02,23
21896,17-460460,No,Fight ,FORCE,20171204,44.981648,-93.273116,0,1,1,21895,2017,12,04,2
21897,19-153953,No,Check the Welfare ,ASLT4   ,20190530,44.990518,-93.228213,0,3,61,21896,2019,05,30,20
21898,19-185849,Yes,Missing Person ,OBSTRU  ,20190626,45.014976000000004,-93.29748000000001,0,2,17,21897,2019,06,26,23
21899,19-197549,Yes,Damage Property-In Progress,DASLT5  ,20190706,44.938639,-93.248635,0,4,27,21898,2019,07,06,19
21900,19-207940,Yes,Theft-Hold One Cooperative ,SHOPLF  ,20190715,44.948370000000004,-93.236855,0,4,46,21899,2019,07,15,18
21901,19-222673,No,Chase on Foot ,WT      ,20190728,45.01325,-93.30760699999999,0,2,17,21900,2019,07,28,1
21902,19-237546,Yes,Disturbance ,MISC    ,20190809,44.941357,-93.253085,0,4,27,21901,2019,08,09,18
21903,19-247644,Yes,Property Damage/Hit & Run ,ASLT2   ,20190818,44.999153,-93.293351,0,2,2,21902,2019,08,18,14
21904,19-258679,Yes,Disturbance ,WT      ,20190828,44.96933,-93.28185400000001,0,1,18,21903,2019,08,28,8
21905,19-270078,No,Emotionally Disturb Person ,CIC     ,20190906,44.962257,-93.262558,0,4,5,21904,2019,09,06,20
21906,18-270187,No,Fight ,DAMMV   ,20180811,44.976808,-93.276431,0,1,1,21905,2018,08,11,20
21907,18-276803,Yes,Fight ,DISCON  ,20180817,44.980781,-93.27429599999999,0,1,1,21906,2018,08,17,1
21908,18-285183,Yes,Fight ,FORCE   ,20180824,44.96091,-93.28864499999999,0,5,33,21907,2018,08,24,0
21909,18-303631,Yes,Domestic ,DASLT5  ,20180908,44.980743,-93.306062,0,2,29,21908,2018,09,08,14
21910,18-322371,Yes,Domestic Abuse-In Progress ,OBSTRU  ,20180923,45.013147,-93.296217,0,2,17,21909,2018,09,23,14
21911,18-327246,Yes,Unwanted Person ,DISCON  ,20180927,44.97744,-93.273516,0,1,1,21910,2018,09,27,23
21912,18-338607,Yes,Recover Vehicle ,STOLMV  ,20181007,44.956439,-93.248614,0,4,13,21911,2018,10,07,17
21913,18-345432,Yes,Person with a Gun ,ASLT2   ,20181014,44.948352,-93.268395,0,4,8,21912,2018,10,14,2
21914,19-094351,Yes,Theft ,THEFT   ,20190404,44.948361,-93.293832,0,5,11,21913,2019,04,04,2
21915,19-099420,No,Unknown Trouble ,DISCON  ,20190408,44.979186999999996,-93.27310899999999,0,1,1,21914,2019,04,08,21
21916,19-105043,Yes,Domestic ,DASLT5  ,20190414,45.006834999999995,-93.291783,0,2,9,21915,2019,04,14,23
21917,19-120035,No,Motor Vehicle Chase ,STOLMV  ,20190429,45.010509000000006,-93.317162,0,2,31,21916,2019,04,29,3
21918,19-131535,Yes,Burglary Dwlng In Progress ,BURGD   ,20190510,44.966928,-93.28322800000001,0,1,18,21917,2019,05,10,2
21919,19-141189,No,Suspicious Person ,WT      ,20190518,44.977551,-93.266136,0,1,1,21918,2019,05,18,22
21920,19-161672,No,Suspicious Vehicle ,STOLMV  ,20190606,44.985137,-93.29398499999999,0,2,2,21919,2019,06,06,4
21921,19-165421,No,Fight ,ASLT5   ,20190609,44.981648,-93.273116,0,1,1,21920,2019,06,09,2
21922,19-177266,No,Chase on Foot ,FLEEFT  ,20190619,44.948362,-93.29255400000001,0,5,11,21921,2019,06,19,19
21923,20-004475,No,Check the Welfare ,CIC     ,20200106,44.945651,-93.23893100000001,0,4,10,21922,2020,01,06,7
21924,20-012924,Yes,Unwanted Person ,DISCON  ,20200115,44.985969,-93.228597,0,3,61,21923,2020,01,15,18
21925,20-014180,No,Suspicious Person ,FORCE   ,20200117,44.979626,-93.272499,0,1,1,21924,2020,01,17,3
21926,20-038206,No,Suspicious Person ,OBSTRU  ,20200211,45.002053000000004,-93.29411,0,2,9,21925,2020,02,11,17
21927,20-054773,No,Silent Alarm ,AOA     ,20200229,44.973681,-93.282999,0,1,18,21926,2020,02,29,18
21928,20-068245,No,Traffic Law Enforcement ,FINFO   ,20200313,44.983309999999996,-93.270774,0,1,1,21927,2020,03,13,23
21929,20-084924,Yes,Unwanted Person ,TRSPAS  ,20200401,44.935953000000005,-93.22609399999999,0,4,75,21928,2020,04,01,2
21930,20-109510,No,Suspicious Person ,FLEEFT  ,20200426,44.977486999999996,-93.247742,0,1,25,21929,2020,04,26,1
21931,20-136095,Yes,Attempted Suicide ,FORCE   ,20200521,45.021368,-93.308286,0,2,17,21930,2020,05,21,17
21932,19-271778,Yes,Unknown Trouble ,POVIOL  ,20190908,44.969916999999995,-93.239956,0,1,6,21931,2019,09,08,7
21933,19-274264,No,Forgery in Progress ,BADCHK  ,20190910,44.977582,-93.275347,0,1,1,21932,2019,09,10,16
21934,19-297523,No,Suspicious Person ,ASLT5   ,20190930,44.975433,-93.273422,0,1,1,21933,2019,09,30,19
21935,19-308590,No,Null,DISCON  ,20191011,0.0,0.0,0,9,15,21934,2019,10,11,17
21936,19-315232,Yes,Domestic Abuse-In Progress ,DASLT5  ,20191018,44.906021,-93.30356,0,5,54,21935,2019,10,18,20
21937,19-323108,No,Directed Patrol ,DISCON  ,20191027,44.999677,-93.2802,0,2,9,21936,2019,10,27,1
21938,19-354604,Yes,Domestic Abuse-In Progress ,DASTR   ,20191129,44.957325,-93.280459,0,5,45,21937,2019,11,29,21
21939,19-377549,Yes,Trespass in Boarded Dwell ,ASLT4   ,20191227,44.942265,-93.27279200000001,0,4,8,21938,2019,12,27,11
21940,19-381308,No,Theft - Report Only ,THEFT   ,20191231,44.974499,-93.27431700000001,0,1,1,21939,2019,12,31,18
21941,20-262550,Yes,Unknown Trouble ,FORCE   ,20201012,44.948361,-93.293832,0,5,11,21940,2020,10,12,1
21942,20-252079,Yes,Person with a Gun ,ROBPAG  ,20200930,44.946544,-93.259472,0,4,27,21941,2020,09,30,1
21943,20-253274,Yes,Robbery of Person ,ROBPAG  ,20201001,44.976944,-93.27819699999999,0,1,1,21942,2020,10,01,14
21944,20-253833,Yes,Person with a Gun ,FORCE   ,20201002,44.962696,-93.28104,0,5,39,21943,2020,10,02,4
21945,20-254848,Yes,Fight ,DASLT5  ,20201003,44.973698999999996,-93.27399799999999,0,1,1,21944,2020,10,03,4
21946,14-333867,No,Disturbance ,FORCE,20140920,44.980065,-93.271883,0,1,1,21945,2014,09,20,2
21947,14-347426,No,High Risk Warrant Entry ,NARC,20140930,45.004098,-93.30669,0,2,12,21946,2014,09,30,8
21948,14-353598,No,Loud Party ,OBSTRU,20141005,44.985792,-93.249078,0,3,36,21947,2014,10,05,1
21949,14-355633,No,Motor Vehicle Chase ,FLEE,20141006,44.962696,-93.245006,0,4,7,21948,2014,10,06,23
21950,14-371428,No,Loud Party ,ASLT4,20141019,44.984688,-93.23334799999999,0,3,36,21949,2014,10,19,0
21951,14-385019,No,Narcotics ,NARC,20141029,44.951518,-93.260102,0,4,4,21950,2014,10,29,19
21952,14-395636,Yes,Suspicious Person ,FLEEFT,20141107,44.950148,-93.26392299999999,0,4,40,21951,2014,11,07,16
21953,14-419294,Yes,Fight ,DASLT5,20141129,45.034539,-93.293645,0,2,21,21952,2014,11,29,2
21954,18-387316,Yes,Unwanted Person ,DAMMV   ,20181122,44.952838,-93.276601,0,5,45,21953,2018,11,22,18
21955,18-396876,Yes,Emotionally Disturb Person ,ASLT4   ,20181202,44.974295,-93.27996,0,1,1,21954,2018,12,02,22
21956,18-409208,Yes,Unknown Trouble ,DASLT5  ,20181214,44.972941999999996,-93.264482,0,1,44,21955,2018,12,14,23
21957,18-416105,Yes,Unwanted Person ,DAMPRP  ,20181221,44.985314,-93.23374799999999,0,3,36,21956,2018,12,21,20
21958,18-418609,Yes,Fight ,FORCE   ,20181224,44.955998,-93.24735600000001,0,4,13,21957,2018,12,24,19
21959,18-419218,Yes,Burglary Dwlng In Progress ,WT      ,20181225,44.908996,-93.22095,0,4,55,21958,2018,12,25,18
21960,19-011279,No,Fight ,DISCON  ,20190112,44.980065,-93.271883,0,1,1,21959,2019,01,12,2
21961,19-013080,Yes,Theft ,THEFT   ,20190114,44.98431,-93.279496,0,1,51,21960,2019,01,14,7
21962,16-177849,Yes,Assault in Progress ,DISCON,20160518,44.97467,-93.28204699999999,0,1,18,21961,2016,05,18,23
21963,16-183393,No,Fight ,FORCE,20160523,44.980065,-93.271883,0,1,1,21962,2016,05,23,2
21964,16-208837,No,Miscellaneous ,FORCE,20160610,44.980065,-93.271883,0,1,1,21963,2016,06,10,1
21965,16-215368,Yes,Down Outside-One ,FORCE,20160614,44.942132,-93.279719,0,5,16,21964,2016,06,14,22
21966,16-234499,No,Traffic Law Enforcement ,FLEE,20160628,45.008694,-93.301896,0,2,12,21965,2016,06,28,2
21967,16-251041,No,Fight ,DISCON,20160710,44.949646,-93.295726,0,5,33,21966,2016,07,10,1
21968,16-268111,No,Traffic Law Enforcement ,ASLT4,20160724,44.999133,-93.285297,0,2,9,21967,2016,07,24,0
21969,16-276446,Yes,Unwanted Person ,ASLT5,20160730,44.970771,-93.24780600000001,0,1,6,21968,2016,07,30,16
21970,16-285812,Yes,Check the Welfare ,OBSTRU,20160806,44.939539,-93.24800400000001,0,4,27,21969,2016,08,06,5
21971,16-312304,Yes,Unwanted Person ,OBSTRU,20160826,44.988726,-93.23204,0,3,61,21970,2016,08,26,23
21972,16-323158,Yes,Officer Needs Help ,DISCON,20160904,44.974295,-93.27996,0,1,1,21971,2016,09,04,13
21973,16-346447,No,Suspicious Person ,PINJEQ,20160922,44.959118,-93.286117,0,5,45,21972,2016,09,22,21
21974,20-261919,Yes,Unknown Trouble ,WT      ,20201011,44.946598,-93.29384300000001,0,5,11,21973,2020,10,11,3
21975,20-262133,Yes,Dead Person ,FORCE   ,20201011,44.984984999999995,-93.264909,0,1,1,21974,2020,10,11,14
21976,20-262548,Yes,Domestic ,DASLT5  ,20201012,44.985921999999995,-93.235109,0,3,36,21975,2020,10,12,1
21977,20-016281,Yes,Emotionally Disturb Person ,ASLT4   ,20200119,45.011433000000004,-93.307598,0,2,12,21976,2020,01,19,14
21978,20-034882,No,Traffic Law Enforcement ,WT      ,20200208,44.999694,-93.29105,0,2,9,21977,2020,02,08,0
21979,20-051502,No,Attempt Pick-Up ,NARC    ,20200226,44.965306,-93.234564,0,1,6,21978,2020,02,26,11
21980,20-060960,Yes,Unwanted Person ,OBSTRU  ,20200306,44.951081,-93.234724,0,4,46,21979,2020,03,06,20
21981,20-064780,No,Assist Other Agency ,STOLMV  ,20200310,44.98826,-93.289389,0,2,2,21980,2020,03,10,17
21982,20-086062,Yes,Unknown Trouble ,NARC    ,20200402,44.947464000000004,-93.247411,0,4,10,21981,2020,04,02,3
21983,20-093650,Yes,Domestic Abuse-In Progress ,DASLT5  ,20200409,45.006009999999996,-93.306309,0,2,12,21982,2020,04,09,20
21984,20-112411,Yes,Domestic Abuse-In Progress ,DASTR   ,20200429,45.007773,-93.29871,0,2,12,21983,2020,04,29,0
21985,20-139099,Yes,Assault in Progress ,ASLT5   ,20200524,44.979156,-93.285391,0,1,51,21984,2020,05,24,6
21986,15-383064,Yes,Fight ,DISCON,20151012,45.013090000000005,-93.287245,0,2,58,21985,2015,10,12,20
21987,15-399266,No,Fight ,FORCE,20151026,44.979626,-93.272499,0,1,1,21986,2015,10,26,2
21988,15-405213,No,Miscellaneous ,DISCON,20151031,44.980065,-93.271883,0,1,1,21987,2015,10,31,2
21989,15-416305,No,Assault in Progress ,ASLT4,20151109,44.979986,-93.274284,0,1,1,21988,2015,11,09,2
21990,15-458339,No,Fight ,FORCE,20151219,44.979626,-93.272499,0,1,1,21989,2015,12,19,2
21991,15-468327,Yes,Domestic Abuse-In Progress ,DOMEN,20151229,45.014097,-93.300646,0,2,17,21990,2015,12,29,17
21992,16-007558,Yes,Emotionally Disturb Person ,ASLT4,20160108,45.017644,-93.29432800000001,0,2,17,21991,2016,01,08,9
21993,16-020427,No,Suspicious Vehicle ,FLEE,20160120,44.951995000000004,-93.29843000000001,0,5,42,21992,2016,01,20,2
21994,16-025471,No,Domestic Abuse-In Progress ,PRIORI,20160123,45.014936,-93.2937,0,2,17,21993,2016,01,23,23
21995,16-033031,No,Person with a Gun ,FORCE,20160130,44.979986,-93.274284,0,1,1,21994,2016,01,30,1
21996,16-058430,No,Fight ,FORCE,20160220,44.980065,-93.271883,0,1,1,21995,2016,02,20,2
21997,16-059736,No,Disturbance ,DISCON,20160221,44.981648,-93.273116,0,1,1,21996,2016,02,21,2
21998,20-170132,Yes,Assault in Progress ,DASLT5  ,20200626,44.980281,-93.26939300000001,0,1,1,21997,2020,06,26,19
21999,20-193716,Yes,Unknown Trouble ,DASLT2  ,20200724,44.963322999999995,-93.27529,0,5,39,21998,2020,07,24,23
22000,20-211974,Yes,Sound of Shots Fired ,STOLMV  ,20200814,44.959123,-93.287389,0,5,45,21999,2020,08,14,18
